Mean Test Score,Standard Deviation,Parameters
-0.07553278304239493,0.002825741527126016,"{'batch_size': 256, 'learning_rate': 0.001, 'optimizer': 'RMSprop', 'units': 16}"
-0.049115973165725274,0.007717617088104072,"{'batch_size': 256, 'learning_rate': 0.001, 'optimizer': 'RMSprop', 'units': 32}"
-0.04502541212701856,0.0009963757852776943,"{'batch_size': 256, 'learning_rate': 0.001, 'optimizer': 'RMSprop', 'units': 64}"
-0.038085476498029514,0.0018482913338161572,"{'batch_size': 256, 'learning_rate': 0.001, 'optimizer': 'RMSprop', 'units': 128}"
-0.029114831177306268,0.00030367549031176666,"{'batch_size': 256, 'learning_rate': 0.001, 'optimizer': 'RMSprop', 'units': 256}"
-0.04274181678662706,0.007454537465999198,"{'batch_size': 256, 'learning_rate': 0.01, 'optimizer': 'Adam', 'units': 8}"
-0.048894861022951853,0.006390473007412238,"{'batch_size': 256, 'learning_rate': 0.01, 'optimizer': 'Adam', 'units': 16}"
-0.07360695229486562,0.01313175818240937,"{'batch_size': 256, 'learning_rate': 0.01, 'optimizer': 'Adam', 'units': 32}"
-0.055886985768054766,0.0026795369146701623,"{'batch_size': 256, 'learning_rate': 0.01, 'optimizer': 'Adam', 'units': 64}"
-0.05629016613149408,0.007252519477893016,"{'batch_size': 256, 'learning_rate': 0.01, 'optimizer': 'Adam', 'units': 128}"
-0.042754059888789483,0.0014653385294416711,"{'batch_size': 256, 'learning_rate': 0.01, 'optimizer': 'Adam', 'units': 256}"
-0.07302658071393843,0.002026841914458802,"{'batch_size': 256, 'learning_rate': 0.01, 'optimizer': 'Nadam', 'units': 8}"
-0.045389308810149714,0.0007708653089238265,"{'batch_size': 256, 'learning_rate': 0.01, 'optimizer': 'Nadam', 'units': 16}"
-0.05630414968154055,0.008779687701934512,"{'batch_size': 256, 'learning_rate': 0.01, 'optimizer': 'Nadam', 'units': 32}"
-0.060427489469128445,0.0041256873013405665,"{'batch_size': 256, 'learning_rate': 0.01, 'optimizer': 'Nadam', 'units': 64}"
-0.043260546801112215,0.006902485355258812,"{'batch_size': 256, 'learning_rate': 0.01, 'optimizer': 'Nadam', 'units': 128}"
-0.04073303031303641,0.0018086510578299506,"{'batch_size': 256, 'learning_rate': 0.01, 'optimizer': 'Nadam', 'units': 256}"
-0.04478525295001233,0.005656675549472797,"{'batch_size': 256, 'learning_rate': 0.01, 'optimizer': 'RMSprop', 'units': 8}"
-0.050408503127344385,0.0009964473873558394,"{'batch_size': 256, 'learning_rate': 0.01, 'optimizer': 'RMSprop', 'units': 16}"
-0.055571805841776414,0.003003661276467718,"{'batch_size': 256, 'learning_rate': 0.01, 'optimizer': 'RMSprop', 'units': 32}"
-0.06005337281617597,0.006900790812794513,"{'batch_size': 256, 'learning_rate': 0.01, 'optimizer': 'RMSprop', 'units': 64}"
-0.05420030219549102,0.006193944045644734,"{'batch_size': 256, 'learning_rate': 0.01, 'optimizer': 'RMSprop', 'units': 128}"
-0.03879686615024518,0.0015508470501973959,"{'batch_size': 256, 'learning_rate': 0.01, 'optimizer': 'RMSprop', 'units': 256}"
-0.5835654718095186,0.46379133991313287,"{'batch_size': 256, 'learning_rate': 0.1, 'optimizer': 'Adam', 'units': 8}"
-0.6437909674317018,0.32249451456052436,"{'batch_size': 256, 'learning_rate': 0.1, 'optimizer': 'Adam', 'units': 16}"
-0.5479930621863387,0.42233774646103484,"{'batch_size': 256, 'learning_rate': 0.1, 'optimizer': 'Adam', 'units': 32}"
-0.20234495176770223,0.003624716398238234,"{'batch_size': 256, 'learning_rate': 0.1, 'optimizer': 'Adam', 'units': 64}"
-0.5577408394798156,0.4064868007265469,"{'batch_size': 256, 'learning_rate': 0.1, 'optimizer': 'Adam', 'units': 128}"
-0.9865061553142405,0.003615918726056322,"{'batch_size': 256, 'learning_rate': 0.1, 'optimizer': 'Adam', 'units': 256}"
-1.0060288846944974,0.0571870381806151,"{'batch_size': 256, 'learning_rate': 0.1, 'optimizer': 'Nadam', 'units': 8}"
-0.14998575454259205,0.01611704090781338,"{'batch_size': 256, 'learning_rate': 0.1, 'optimizer': 'Nadam', 'units': 16}"
-0.5658710911102548,0.44393972416943617,"{'batch_size': 256, 'learning_rate': 0.1, 'optimizer': 'Nadam', 'units': 32}"
-0.1702482781244521,0.028518325248649598,"{'batch_size': 256, 'learning_rate': 0.1, 'optimizer': 'Nadam', 'units': 64}"
-0.18694447477686116,0.08813966003194001,"{'batch_size': 256, 'learning_rate': 0.1, 'optimizer': 'Nadam', 'units': 128}"
-1.014476997196372,0.00952980291975325,"{'batch_size': 256, 'learning_rate': 0.1, 'optimizer': 'Nadam', 'units': 256}"
-0.52024881644166,0.4309048328632322,"{'batch_size': 256, 'learning_rate': 0.1, 'optimizer': 'RMSprop', 'units': 8}"
-0.9672487313951406,0.06303424774586275,"{'batch_size': 256, 'learning_rate': 0.1, 'optimizer': 'RMSprop', 'units': 16}"
-0.16179001360489365,0.03368809227743298,"{'batch_size': 256, 'learning_rate': 0.1, 'optimizer': 'RMSprop', 'units': 32}"
-0.5099395777737961,0.45590572818782266,"{'batch_size': 256, 'learning_rate': 0.1, 'optimizer': 'RMSprop', 'units': 64}"
-0.628012451175908,0.37478367629127957,"{'batch_size': 256, 'learning_rate': 0.1, 'optimizer': 'RMSprop', 'units': 128}"
-0.9812822936388934,0.04418155462914619,"{'batch_size': 256, 'learning_rate': 0.1, 'optimizer': 'RMSprop', 'units': 256}"
