Number of Features,Eliminated Feature,MSE,MAE,RMSE,MAPE,SMAPE
62,LEAD SINE,0.0002381637353961,0.0035860132540903,0.015432554402826,5235873279.075314,5235873279.075314
53,ADOSC,0.0002381745251976,0.0034749310064901,0.0154329039781124,5235873279.0746975,5235873279.0746975
54,KAMA,0.0002381916259742,0.0035441310356095,0.0154334580044209,5058308481.57479,5058308481.57479
60,ULTOSC,0.0002381921361588,0.003572794860583,0.0154334745329376,5235873279.075351,5235873279.075351
61,SlowD,0.0002381988807426,0.0035047590839366,0.0154336930364281,5235873279.074948,5235873279.074948
13,FastK,0.0002382300661024,0.0035533532727442,0.0154347033046458,5653451757.628455,5653451757.628455
37,PHASE,0.0002382983399081,0.0036485502752286,0.0154369148442332,5235873279.075188,5235873279.075188
50,MINUS_DI,0.0002383104215159,0.0034670895123355,0.0154373061612445,5235873279.074563,5235873279.074563
53,OBV,0.000238339309668,0.0034785500235054,0.0154382417932891,5235873279.0747,5235873279.0747
49,ROC,0.0002383691370206,0.0035476469882147,0.0154392077847483,5235873279.075284,5235873279.075284
50,OBV,0.0002383837296071,0.0035045060489178,0.0154396803596166,5235873279.074611,5235873279.074611
59,MINUS_DM,0.0002383853846633,0.0035409811351586,0.0154397339570127,5235873279.07487,5235873279.07487
57,Real Lower Band,0.0002384240113652,0.0035191774314885,0.015440984792597,5235873279.07489,5235873279.07489
36,MIDPRICE,0.0002384384629175,0.0036888639256408,0.0154414527463433,5246700374.67646,5246700374.67646
19,MIDPRICE,0.000238489584454,0.003580908749596,0.0154431079920473,5653451757.62866,5653451757.62866
45,FastK,0.0002384944589967,0.003578031230426,0.0154432658138338,5235873279.075019,5235873279.075019
50,HT_TRENDLINE,0.0002385013720805,0.0035371793917026,0.0154434896341634,5235873279.074857,5235873279.074857
59,KAMA,0.0002385122094888,0.0035337766031212,0.0154438405032199,5058308481.574636,5058308481.574636
59,SINE,0.0002385514314726,0.0035229673620531,0.015445110277127,5235873279.074926,5235873279.074926
49,MACD_Signal,0.0002385556671906,0.0035402308992207,0.0154452473981689,5235873279.075206,5235873279.075206
60,Unnamed: 0,0.0002385646835414,0.0035121114758064,0.0154455392764868,5235873279.074976,5235873279.074976
54,TRIMA,0.0002385676779513,0.0035388965533672,0.0154456362106389,5235873279.074819,5235873279.074819
59,AROONOSC,0.0002385794021035,0.0034906633003641,0.0154460157355725,5235873279.07467,5235873279.07467
56,ADOSC,0.0002385829244789,0.0035226013583641,0.0154461297572857,5235873279.074781,5235873279.074781
58,WMA,0.000238591424171,0.0035088345799468,0.0154464048947025,5235873279.074806,5235873279.074806
56,Chaikin A/D,0.0002386031903627,0.0035259958703212,0.0154467857615348,5235873279.074783,5235873279.074783
35,MIDPRICE,0.0002386132994931,0.0036161989052115,0.0154471129824685,5246700374.676003,5246700374.676003
25,MACD,0.0002386827730588,0.0035068056600477,0.0154493615744746,5628606580.751286,5628606580.751286
52,NATR,0.0002386960989428,0.0035220314637959,0.0154497928446581,5235873279.074849,5235873279.074849
56,NATR,0.0002387134169841,0.0035353311337686,0.01545035329642,5235873279.074795,5235873279.074795
31,PHASE,0.0002387403581853,0.003556009646437,0.0154512251354187,5628606580.751708,5628606580.751708
52,KAMA,0.0002387415404886,0.00351864228265,0.015451263394578,5058308481.574928,5058308481.574928
61,APO,0.000238748919266,0.0035279245125327,0.0154515021685925,5235873279.07503,5235873279.07503
61,PPO,0.000238748919266,0.0035279245125327,0.0154515021685925,5235873279.07503,5235873279.07503
61,ROCR,0.0002387547534014,0.0035227374442486,0.0154516909560567,5235873279.075002,5235873279.075002
41,MIDPRICE,0.0002387621076654,0.0036081450543226,0.015451928930247,5235873279.07509,5235873279.07509
66,TRENDMODE,0.0002388230220851,0.0034775537405305,0.0154538998988992,5298059003.410536,5298059003.410536
50,Chaikin A/D,0.0002388272945061,0.0035039309384806,0.0154540381294373,5235873279.074583,5235873279.074583
23,KAMA,0.0002388386087597,0.003569050913122,0.0154544041865002,5653451757.628719,5653451757.628719
52,ATR,0.0002388514999561,0.003528668688498,0.0154548212528044,5235873279.074964,5235873279.074964
51,MINUS_DM,0.0002388711592175,0.0035389587305813,0.0154554572632954,5235873279.074882,5235873279.074882
49,NATR,0.0002389037147666,0.0035741867844695,0.0154565104330398,5235873279.075174,5235873279.075174
60,MFI,0.0002389094717732,0.0036157428280492,0.0154566966643353,5235873279.075623,5235873279.075623
49,ATR,0.0002389148667397,0.0035747351778081,0.0154568711820909,5235873279.075175,5235873279.075175
8,PLUS_DI,0.0002389299902836,0.0036876478015644,0.0154573603918529,5003705566.285748,5003705566.285748
59,TRIMA,0.0002389331375866,0.0035402083074638,0.0154574621974825,5235873279.074719,5235873279.074719
57,PLUS_DM,0.0002389452151559,0.0035560824215718,0.0154578528637059,5235873279.074908,5235873279.074908
63,SlowD,0.0002389811009071,0.0035702073887605,0.0154590135813112,5235873279.075225,5235873279.075225
56,HT_DCPHASE,0.0002389849579008,0.0035169381905942,0.0154591383298305,5235873279.074774,5235873279.074774
48,TEMA,0.000239002257318,0.0036183646629197,0.0154596978404516,4793171230.885138,4793171230.885138
41,PLUS_DI,0.000239015530439,0.0035621237464753,0.0154601271158768,5235873279.074941,5235873279.074941
41,SAR,0.0002390206472516,0.0036316927413821,0.0154602925991589,4793171230.8845625,4793171230.8845625
62,TRANGE,0.0002390875193271,0.0035459999625048,0.0154624551519851,5235873279.075096,5235873279.075096
20,PLUS_DI,0.0002390920515209,0.0035152645063993,0.0154626017060813,5653451757.628556,5653451757.628556
36,MINUS_DI,0.000239106135632,0.0036102043865651,0.0154630571243878,5246700374.676118,5246700374.676118
42,1. open,0.0002391173735261,0.0041419017729123,0.0154634204989097,6860273054.136941,6860273054.136941
45,TRANGE,0.0002391177481211,0.0036087725575763,0.0154634326111993,5235873279.07512,5235873279.07512
52,CMO,0.0002391177976023,0.0035270185406585,0.0154634342111433,5235873279.074869,5235873279.074869
57,HT_TRENDLINE,0.0002391206254591,0.0035566810235166,0.015463525647768,5235873279.075029,5235873279.075029
52,MOM,0.0002391380440026,0.0035270132162883,0.0154640888513562,5235873279.074879,5235873279.074879
52,Unnamed: 0,0.0002391602849865,0.0035536657556337,0.0154648079518156,5235873279.074939,5235873279.074939
18,PLUS_DI,0.0002391670579397,0.0035304948314606,0.0154650269298095,5653451757.628425,5653451757.628425
45,PPO,0.0002391847525629,0.0035719953662808,0.0154655990043364,5235873279.074918,5235873279.074918
15,PHASE,0.0002391972270301,0.0035339557635023,0.0154660022963317,5653451757.628469,5653451757.628469
20,ADOSC,0.0002392026247073,0.0035031818243801,0.0154661767967197,5653451757.628518,5653451757.628518
47,TRIX,0.0002392182882288,0.0035889087123354,0.0154666831683097,5235873279.075141,5235873279.075141
52,ROC,0.0002392386832525,0.0035286374158347,0.0154673424754389,5235873279.074879,5235873279.074879
57,PLUS_DI,0.0002392474732558,0.0035370014437833,0.0154676266200048,5235873279.074842,5235873279.074842
62,FastK,0.0002392810128319,0.0035338462754938,0.015468710768257,5235873279.07504,5235873279.07504
52,SlowK,0.0002392837407735,0.0035142058941946,0.0154687989441191,5235873279.074825,5235873279.074825
22,SAR,0.0002392963712888,0.0035289897662126,0.0154692071965198,5003705566.28509,5003705566.28509
62,FastD,0.0002392974502461,0.0035355992321467,0.0154692420708365,5235873279.075046,5235873279.075046
25,FastK,0.0002393024516181,0.0035143803053762,0.0154694037253586,5628606580.751418,5628606580.751418
53,HT_DCPHASE,0.0002393443519851,0.0034952971234709,0.0154707579641449,5235873279.074641,5235873279.074641
53,Real Lower Band,0.0002393448363542,0.0035308401727007,0.0154707736184812,5235873279.074794,5235873279.074794
63,TRIMA,0.0002393475793913,0.0035664822844573,0.0154708622704528,5235873279.075238,5235873279.075238
45,KAMA,0.0002393744335637,0.0036312603474832,0.0154717301412525,5058308481.575013,5058308481.575013
58,SINE,0.0002393899923803,0.0035077270483844,0.0154722329474556,5235873279.074868,5235873279.074868
33,HT_TRENDLINE,0.0002394129030486,0.0035529080664295,0.0154729733098938,5628606580.751701,5628606580.751701
19,ROCR,0.0002394582087003,0.0035341001361643,0.0154744372660305,5653451757.62852,5653451757.62852
49,WILLR,0.0002395185154246,0.0035482964623711,0.0154763857351996,5235873279.075272,5235873279.075272
56,ATR,0.0002395211691814,0.0035521957391774,0.0154764714706382,5235873279.074839,5235873279.074839
51,Chaikin A/D,0.0002395229432078,0.0035655559769579,0.01547652878419,5235873279.074966,5235873279.074966
50,PLUS_DI,0.0002395483504636,0.0035205014483381,0.0154773495942822,5235873279.074613,5235873279.074613
64,CCI,0.0002395582161126,0.0035746664372458,0.0154776683034825,5298059003.4111395,5298059003.4111395
62,DX,0.0002395606910217,0.0035580770062314,0.0154777482542449,5235873279.075179,5235873279.075179
54,MIDPOINT,0.0002395607682271,0.0035716892536132,0.0154777507483197,5235873279.075073,5235873279.075073
25,MACD_Signal,0.0002395738252965,0.0035224338129014,0.0154781725438297,5628606580.751403,5628606580.751403
58,ADOSC,0.0002395844631494,0.003511423402796,0.0154785161804807,5235873279.074911,5235873279.074911
53,FastK_STOCHRSI2,0.0002396009337985,0.0035245123885621,0.0154790482200473,5235873279.0748005,5235873279.0748005
51,MIDPOINT,0.0002396069969801,0.0035741754670472,0.0154792440700496,5235873279.075034,5235873279.075034
48,ATR,0.0002396101614779,0.0035849411591049,0.015479346287164,5235873279.075153,5235873279.075153
48,OBV,0.0002396138875417,0.0035505760007013,0.0154794666426755,5235873279.075055,5235873279.075055
62,RSI,0.0002396197812797,0.0035371744124116,0.015479657014279,5235873279.075098,5235873279.075098
62,HT_TRENDLINE,0.0002396291423398,0.0035803835253177,0.0154799593778486,5235873279.075411,5235873279.075411
19,Chaikin A/D,0.0002396417900455,0.0035176030576056,0.015480367891158,5653451757.628497,5653451757.628497
62,Chaikin A/D,0.0002396436958792,0.0035466358328748,0.0154804294475074,5235873279.075176,5235873279.075176
63,WMA,0.0002396502146215,0.0036016200125429,0.0154806399939246,5235873279.0753,5235873279.0753
15,MOM,0.0002396803977736,0.0035580382187587,0.0154816148309406,5653451757.628594,5653451757.628594
56,FastK_STOCHRSI2,0.0002396923891931,0.0035221861138637,0.0154820021054501,5235873279.075002,5235873279.075002
45,ADOSC,0.0002397008043821,0.003554665790584,0.0154822738763459,5235873279.074988,5235873279.074988
24,MOM,0.0002397029965742,0.0034843892694445,0.0154823446730219,5653451757.628514,5653451757.628514
50,SMA,0.0002397941703027,0.0035190855170263,0.01548528883498,5235873279.074793,5235873279.074793
33,Chaikin A/D,0.0002398093673795,0.0035878282521029,0.0154857795212123,5628606580.75211,5628606580.75211
18,PHASE,0.0002398209556726,0.0035585816698378,0.0154861536758691,5653451757.628537,5653451757.628537
41,EMA,0.0002398400288175,0.0035769450272554,0.0154867694764773,5235873279.075052,5235873279.075052
54,SINE,0.0002398451832116,0.0035182304824813,0.0154869358884062,5235873279.074836,5235873279.074836
59,LEAD SINE,0.0002398517514881,0.0035330950939763,0.0154871479455762,5235873279.075009,5235873279.075009
34,TRANGE,0.0002398524905425,0.0035761564785632,0.015487171805806,5246700374.676164,5246700374.676164
59,WMA,0.0002398801856576,0.0034968290529489,0.0154880659108112,5235873279.074641,5235873279.074641
61,RSI,0.0002399310189982,0.003530134822674,0.0154897068725732,5235873279.075148,5235873279.075148
59,MINUS_DI,0.00023999521466,0.0035062267899056,0.0154917789378776,5235873279.074657,5235873279.074657
58,Real Lower Band,0.0002400037974399,0.0035489108431328,0.0154920559461908,5235873279.075004,5235873279.075004
65,Real Lower Band,0.0002400141288085,0.0035367519711396,0.0154923893834547,5298059003.41096,5298059003.41096
51,WILLR,0.0002400324874686,0.0035315405403895,0.0154929818778899,5235873279.074908,5235873279.074908
45,Chaikin A/D,0.0002400409876696,0.0035833789271437,0.0154932561997024,5235873279.0750475,5235873279.0750475
53,MFI,0.0002400500607308,0.003512080145758,0.0154935490037243,5235873279.0748,5235873279.0748
22,TRANGE,0.000240121450443,0.0036109300026195,0.0154958526852539,5653451757.6289015,5653451757.6289015
52,MACD,0.0002401297615327,0.0035282000373918,0.0154961208543529,5235873279.074883,5235873279.074883
39,TRANGE,0.0002401369539819,0.0035764438444633,0.0154963529251871,5235873279.0749445,5235873279.0749445
59,MIDPRICE,0.0002401416205894,0.0035374977746815,0.0154965034956107,5235873279.074843,5235873279.074843
46,TRANGE,0.0002401611158971,0.0035883701683497,0.0154971325056334,5235873279.075084,5235873279.075084
53,ATR,0.0002401965754854,0.0034959165157153,0.0154982765327449,5235873279.074734,5235873279.074734
58,PHASE,0.0002402372453391,0.0035218096146906,0.0154995885538676,5235873279.075104,5235873279.075104
65,AROONOSC,0.000240266192672,0.0035235973052008,0.0155005223354593,5298059003.41106,5298059003.41106
48,Unnamed: 0,0.0002402825907641,0.0035219943987161,0.0155010512793199,5235873279.074962,5235873279.074962
61,MACD_Hist,0.0002402829618851,0.0035254134475847,0.0155010632501504,5235873279.074819,5235873279.074819
52,MACD_Signal,0.000240286006751,0.003527479840588,0.0155011614645831,5235873279.074923,5235873279.074923
53,NATR,0.0002402924013813,0.003500053095276,0.0155013677261507,5235873279.074749,5235873279.074749
29,APO,0.0002403301223159,0.0034951379390102,0.0155025843753848,5628606580.751238,5628606580.751238
29,PPO,0.0002403301223159,0.0034951379390102,0.0155025843753848,5628606580.751238,5628606580.751238
62,OBV,0.0002403575718438,0.0035681636072616,0.015503469671135,5235873279.075361,5235873279.075361
23,OBV,0.0002403903674451,0.0035034111700899,0.0155045273209211,5653451757.628496,5653451757.628496
44,MINUS_DI,0.0002404187879668,0.0036162786964602,0.0155054438171521,5235873279.075034,5235873279.075034
58,TRENDMODE,0.0002404213012187,0.0035861331728179,0.0155055248611184,5235873279.075082,5235873279.075082
54,DX,0.0002404225520758,0.0035574474794563,0.0155055651969172,5235873279.07491,5235873279.07491
61,CMO,0.000240422893571,0.0035126312265844,0.0155055762089326,5235873279.074959,5235873279.074959
17,PLUS_DI,0.0002404656084628,0.0035234300663643,0.0155069535519659,5653451757.628227,5653451757.628227
64,HT_DCPHASE,0.000240479303983,0.0034924401172437,0.0155073951385466,5298059003.410743,5298059003.410743
57,Aroon Down,0.0002404853841798,0.0035398278055319,0.0155075911791559,5235873279.074854,5235873279.074854
53,Aroon Down,0.0002405112403887,0.0035581136937539,0.0155084248197161,5235873279.074934,5235873279.074934
63,1. open,0.000240517544851,0.0040684107841264,0.0155086280776555,6366573764.998288,6366573764.998288
47,5. volume,0.0002405391893121,0.0036024512109966,0.0155093258819395,5235873279.075153,5235873279.075153
64,Real Lower Band,0.0002405491072184,0.0035398958540866,0.0155096456187246,5298059003.410969,5298059003.410969
46,SlowK,0.0002405840471827,0.0035384403560884,0.015510771972497,5235873279.074932,5235873279.074932
64,DCPERIOD,0.0002406235972356,0.0034946685430969,0.015512046842235,5298059003.410748,5298059003.410748
32,1. open,0.0002406373018417,0.004529673049831,0.015512488576685,7790778358.188791,7790778358.188791
51,MIDPRICE,0.0002406488875234,0.0035265586314399,0.0155128620029777,5235873279.074875,5235873279.074875
65,OBV,0.0002406792483149,0.0035164560615749,0.0155138405404633,5298059003.410931,5298059003.410931
57,SMA_SMA3,0.0002406903384129,0.0035445502621778,0.015514197962283,5235873279.075036,5235873279.075036
40,TEMA,0.0002407255247429,0.0036479517251736,0.0155153319250014,4793171230.885395,4793171230.885395
46,FAMA,0.0002407425652711,0.0035373830777137,0.0155158810665446,5235873279.07491,5235873279.07491
54,Real Lower Band,0.0002407554008064,0.0035631872873257,0.0155162946867633,5235873279.075012,5235873279.075012
63,KAMA,0.0002407969728122,0.0035822279216452,0.0155176342530767,5058308481.5752325,5058308481.5752325
52,1. open,0.0002408256179691,0.0040372414283357,0.0155185572128705,7936835530.691319,7936835530.691319
52,T3,0.0002408281477525,0.0035487571078076,0.0155186387209867,5235873279.075005,5235873279.075005
35,DX,0.0002408333087895,0.0036245684495639,0.0155188050052054,5246700374.675948,5246700374.675948
63,SMA,0.0002408390662022,0.0035826686902354,0.0155189905020355,5235873279.0753,5235873279.0753
48,DX,0.0002408600944926,0.0035635068007958,0.0155196679891238,5235873279.075125,5235873279.075125
52,MACD_Hist,0.0002408669374472,0.0035236798369784,0.0155198884482847,5235873279.074858,5235873279.074858
45,LEAD SINE,0.0002408723017006,0.0035716940881337,0.0155200612660083,5235873279.075209,5235873279.075209
65,5. volume,0.0002409419000292,0.0035987033299221,0.0155223033094081,5298059003.411359,5298059003.411359
45,MFI,0.0002409506530851,0.003575659345809,0.0155225852577819,5235873279.074981,5235873279.074981
59,MFI,0.0002409765912474,0.0035447165026023,0.0155234207327964,5235873279.074803,5235873279.074803
56,Real Lower Band,0.0002409813106576,0.0035281706685401,0.0155235727414032,5235873279.074803,5235873279.074803
66,MOM,0.0002409965778745,0.0035319623181709,0.015524064476631,5298059003.410898,5298059003.410898
45,OBV,0.0002410005970358,0.0035577745544489,0.0155241939254775,5235873279.074977,5235873279.074977
49,SMA_SMA3,0.0002410140019079,0.0035469099834685,0.015524625660799,5235873279.074999,5235873279.074999
65,ROCR,0.0002410281907509,0.0035463384020318,0.0155250826326618,5298059003.411154,5298059003.411154
56,3. low,0.0002410650713839,0.0035916443543239,0.0155262703629672,5246700374.676043,5246700374.676043
13,MACD,0.0002410746948156,0.0035873989396422,0.0155265802679032,5653451757.628595,5653451757.628595
24,PPO,0.0002410781021655,0.0034976950665103,0.0155266899938644,5653451757.628534,5653451757.628534
24,APO,0.0002410781021655,0.0034976950665103,0.0155266899938644,5653451757.628534,5653451757.628534
39,1. open,0.0002410932337392,0.0041263804616339,0.0155271772624417,6860273054.1368885,6860273054.1368885
54,Unnamed: 0,0.0002411114122325,0.0035577255701794,0.0155277626280326,5235873279.074857,5235873279.074857
54,FastK_STOCHRSI2,0.0002411216833591,0.0035334410864997,0.0155280933587836,5235873279.074806,5235873279.074806
45,HT_DCPHASE,0.0002411421038145,0.0035754937063343,0.0155287508774698,5235873279.075123,5235873279.075123
13,MACD_Signal,0.0002411516435465,0.0035751320467341,0.015529058037967,5653451757.628435,5653451757.628435
50,FAMA,0.0002411701897704,0.0035240600487136,0.0155296551722963,5235873279.074805,5235873279.074805
63,MAMA,0.0002411814012004,0.0035770652914734,0.0155300161365167,5235873279.075272,5235873279.075272
61,DX,0.0002412459907059,0.0035435118409492,0.0155320955027308,5235873279.075122,5235873279.075122
48,NATR,0.0002412691615626,0.0035872314513377,0.015532841387288,5235873279.0751505,5235873279.0751505
46,SAR,0.0002412801235598,0.0035473176010027,0.0155331942484418,4793171230.884547,4793171230.884547
50,MAMA,0.0002412825228733,0.0035244451383668,0.015533271480062,5235873279.074799,5235873279.074799
59,PHASE,0.0002412997560124,0.0035266418688288,0.0155338261871456,5235873279.074918,5235873279.074918
62,MIDPOINT,0.0002413023385219,0.0035929788111622,0.0155339093122734,5235873279.075243,5235873279.075243
55,LEAD SINE,0.0002413357214483,0.0035576000897753,0.0155349837929856,5235873279.0751095,5235873279.0751095
57,ADOSC,0.0002413360757116,0.0035543433294334,0.0155349951950971,5235873279.075002,5235873279.075002
49,PPO,0.0002413468560753,0.0035457634164836,0.015535342161516,5235873279.075268,5235873279.075268
49,APO,0.0002413468560753,0.0035457634164836,0.015535342161516,5235873279.075268,5235873279.075268
54,SAR,0.0002413518161019,0.0035485992708043,0.0155355017975584,4793171230.884475,4793171230.884475
49,MOM,0.0002413530568438,0.0035456281132873,0.0155355417299781,5235873279.075267,5235873279.075267
64,AROONOSC,0.0002413559330142,0.0035426635446674,0.0155356342971319,5298059003.410908,5298059003.410908
52,FAMA,0.0002413588988572,0.0035179724726701,0.0155357297497497,5235873279.0749235,5235873279.0749235
63,FAMA,0.0002413606526822,0.0035735464984903,0.0155357861945326,5235873279.075271,5235873279.075271
11,MOM,0.000241364249919,0.0035357368965105,0.0155359019667056,5653451757.628388,5653451757.628388
19,PPO,0.0002413754829747,0.0035115410015836,0.015536263481763,5653451757.6285305,5653451757.6285305
61,TRENDMODE,0.00024137697878,0.0035366923252305,0.0155363116208471,5235873279.075138,5235873279.075138
50,PHASE,0.0002413879852762,0.0035283829911084,0.0155366658352511,5235873279.074842,5235873279.074842
12,SAR,0.0002413901874502,0.003616422908763,0.0155367367053146,5003705566.285395,5003705566.285395
58,MIDPOINT,0.0002413933583223,0.0035886397321341,0.0155368387493207,5235873279.075079,5235873279.075079
65,HT_TRENDLINE,0.0002413958953759,0.0035362300409524,0.0155369203954961,5298059003.410976,5298059003.410976
51,MOM,0.0002414105278594,0.0035351001852309,0.0155373912823066,5235873279.074922,5235873279.074922
50,TRIMA,0.000241410865729,0.0035314701884709,0.0155374021550915,5235873279.074827,5235873279.074827
52,MAMA,0.0002414121219977,0.0035154024719582,0.0155374425822827,5235873279.074902,5235873279.074902
16,SAR,0.0002414186188117,0.0036367557545641,0.0155376516504825,5003705566.285287,5003705566.285287
41,PHASE,0.0002414229536311,0.0036350164068173,0.0155377911438903,5235873279.075218,5235873279.075218
15,MFI,0.0002414311255458,0.0035236029332966,0.0155380541106607,5653451757.628385,5653451757.628385
63,EMA,0.0002414722382217,0.00357743917939,0.0155393770216752,5235873279.075272,5235873279.075272
52,PLUS_DI,0.0002414883690021,0.0035111954148795,0.0155398960421917,5235873279.074884,5235873279.074884
15,MACD_Signal,0.0002415603821091,0.0035632903723602,0.0155422129090142,5653451757.62858,5653451757.62858
59,Chaikin A/D,0.0002415647250391,0.0035367992353179,0.0155423526224047,5235873279.0748005,5235873279.0748005
50,MACD,0.0002415671392793,0.003526673039987,0.0155424302887081,5235873279.074825,5235873279.074825
65,Chaikin A/D,0.0002415752803568,0.0035388544717146,0.0155426921849735,5298059003.410991,5298059003.410991
62,TRIX,0.0002415849383152,0.0035552428846956,0.0155430028731655,5235873279.075142,5235873279.075142
49,CMO,0.0002415881463521,0.003554552190703,0.0155431060715718,5235873279.075292,5235873279.075292
57,AROONOSC,0.0002416128576636,0.0035566455065771,0.0155439009796003,5235873279.074919,5235873279.074919
45,TRIX,0.000241655964766,0.0035945544558813,0.0155452875420844,5235873279.075021,5235873279.075021
66,BOP,0.0002416567512659,0.0035372219648812,0.0155453128391152,5298059003.410913,5298059003.410913
37,1. open,0.0002416675082475,0.0040966763289875,0.0155456588232054,6622340076.442053,6622340076.442053
57,OBV,0.000241672522582,0.003539312719309,0.015545820100015,5235873279.074944,5235873279.074944
63,T3,0.0002416864786942,0.0035504043220341,0.0155462689637821,5235873279.07515,5235873279.07515
66,MACD,0.0002416934340491,0.0035281561831124,0.0155464926606983,5298059003.411299,5298059003.411299
50,MFI,0.0002417018898344,0.0035265144228351,0.0155467646098602,5235873279.074658,5235873279.074658
9,MOM,0.0002417055250991,0.0035916643729361,0.015546881523289,5653451757.628604,5653451757.628604
66,T3,0.0002417360402653,0.0035266710071709,0.0155478628841828,5298059003.41129,5298059003.41129
11,SAR,0.0002417381592741,0.0036622772679342,0.0155479310287308,5003705566.285274,5003705566.285274
65,EMA,0.0002417434605499,0.0035946510148183,0.0155481015095062,5298059003.411484,5298059003.411484
25,PLUS_DM,0.000241761017993,0.0034919127759881,0.0155486661162005,5628606580.751498,5628606580.751498
33,MIDPRICE,0.0002417680502141,0.0035787269096612,0.0155488922503859,5628606580.751898,5628606580.751898
23,SAR,0.0002417697489346,0.0035576573816237,0.015548946875421,5003705566.285077,5003705566.285077
65,CMO,0.0002417818294766,0.0035474039949887,0.0155493353387427,5298059003.41115,5298059003.41115
48,3. low,0.0002417824054885,0.0035960681771466,0.0155493538608041,5246700374.676038,5246700374.676038
13,KAMA,0.0002417907876146,0.0036010651331776,0.0155496233914082,5653451757.628822,5653451757.628822
65,DX,0.000241794451257,0.0035916942211888,0.0155497411958209,5298059003.411108,5298059003.411108
47,HT_DCPHASE,0.0002418153458934,0.0035805899304032,0.0155504130457491,5235873279.075078,5235873279.075078
65,MIDPOINT,0.0002418200203586,0.0035942762533995,0.0155505633453797,5298059003.411086,5298059003.411086
65,PLUS_DI,0.0002418279219328,0.0035236039482667,0.0155508174040088,5298059003.410983,5298059003.410983
45,MOM,0.0002418377692862,0.0035876670367307,0.0155511340192997,5235873279.075016,5235873279.075016
57,TRANGE,0.0002418406214739,0.0036004964653137,0.0155512257225589,5235873279.0750675,5235873279.0750675
60,5. volume,0.0002418448649554,0.0035357934051024,0.0155513621575554,5235873279.075003,5235873279.075003
65,Real Upper Band,0.0002418877104623,0.0035085408018688,0.0155527396449092,5617779485.150566,5617779485.150566
63,MACD,0.0002418954008354,0.003581019349618,0.0155529868782638,5235873279.075266,5235873279.075266
61,3. low,0.0002419395079918,0.0035796861857258,0.0155544047778055,5246700374.6757965,5246700374.6757965
48,PLUS_DM,0.0002419452806562,0.003565062900285,0.0155545903403557,5235873279.075427,5235873279.075427
66,FAMA,0.000241955810689,0.0035314258006249,0.0155549288230149,5298059003.411319,5298059003.411319
21,MACD_Signal,0.000241961858911,0.0035400973230647,0.0155551232367678,5653451757.628688,5653451757.628688
40,1. open,0.000241972354682,0.0041047743304364,0.0155554606065524,6860273054.136701,6860273054.136701
62,MFI,0.0002419932355979,0.0035818252784653,0.0155561317684677,5235873279.075206,5235873279.075206
52,EMA,0.0002419951084363,0.0035596781013316,0.0155561919644978,5235873279.0751,5235873279.0751
50,MACD_Signal,0.0002419976995926,0.0035314325404114,0.0155562752480356,5235873279.074883,5235873279.074883
49,ROCR,0.0002419999307995,0.0035504736428984,0.0155563469619157,5235873279.075279,5235873279.075279
57,SINE,0.0002420075574569,0.0035485962148836,0.0155565920900746,5235873279.074889,5235873279.074889
56,MOM,0.0002420123304386,0.0035430540177257,0.0155567454963638,5235873279.07496,5235873279.07496
20,SAR,0.0002420563518574,0.0035167722094296,0.0155581602979725,5003705566.2849045,5003705566.2849045
64,SlowD,0.0002420601219408,0.0035700581534436,0.0155582814584671,5298059003.411362,5298059003.411362
16,PLUS_DI,0.0002420711008389,0.0035639662781778,0.0155586342857905,5653451757.628584,5653451757.628584
66,1. open,0.0002420743083472,0.0041205478449695,0.0155587373635279,6366573764.998661,6366573764.998661
50,DX,0.0002420900061804,0.0035256175427364,0.0155592418253726,5235873279.074675,5235873279.074675
66,KAMA,0.0002420953411901,0.003532487863541,0.015559413266257,5120494205.911257,5120494205.911257
62,MINUS_DM,0.0002421220766914,0.0035829913578052,0.0155602723848728,5235873279.075197,5235873279.075197
63,WILLR,0.0002421313821436,0.0035945520309889,0.0155605713951517,5235873279.075222,5235873279.075222
50,KAMA,0.0002421388646692,0.0035361488635745,0.0155608118255213,5058308481.574773,5058308481.574773
50,MACD_Hist,0.0002421603836855,0.0035306937578622,0.0155615032591821,5235873279.074841,5235873279.074841
18,ADOSC,0.0002421817377623,0.0035398896705455,0.015562189362759,5653451757.628306,5653451757.628306
54,WILLR,0.0002421822694308,0.0035410180140556,0.0155622064448079,5235873279.074841,5235873279.074841
66,MACD_Signal,0.0002421964790946,0.0035303534195896,0.0155626629821078,5298059003.411348,5298059003.411348
64,PLUS_DI,0.000242271919129,0.0035028691841461,0.0155650865442189,5298059003.410819,5298059003.410819
42,HT_TRENDLINE,0.0002422774059093,0.0036739781660051,0.0155652627960254,5235873279.075306,5235873279.075306
63,MACD_Signal,0.0002422853798545,0.0035842214782396,0.0155655189394565,5235873279.07532,5235873279.07532
13,Real Lower Band,0.000242288965426,0.003618705929795,0.0155656341157714,5653451757.6286,5653451757.6286
50,CMO,0.0002422956865408,0.0035217974248138,0.0155658500102274,5235873279.0747,5235873279.0747
52,Chaikin A/D,0.0002423089651473,0.0035298646171533,0.0155662765344638,5235873279.074857,5235873279.074857
53,3. low,0.0002423170841032,0.0035237320029306,0.0155665373189802,5246700374.675621,5246700374.675621
50,SlowK,0.0002423184971788,0.0035335704319647,0.0155665827071603,5235873279.074848,5235873279.074848
