Number of Features,Eliminated Feature,MSE,MAE,RMSE,MAPE,SMAPE
39,PPO,0.0002319953701781,0.0035971112842123,0.0152313942296206,5235873279.07501,5235873279.07501
40,PHASE,0.0002320100263159,0.0036023323029936,0.0152318753381163,5235873279.075069,5235873279.075069
38,TRANGE,0.0002320114778833,0.0035769329222854,0.0152319229870471,5235873279.075195,5235873279.075195
11,PHASE,0.0002320183688831,0.003570679418001,0.0152321491879235,5653451757.628552,5653451757.628552
62,APO,0.0002320258761297,0.0035190833176829,0.0152323956136174,5235873279.0750475,5235873279.0750475
62,PPO,0.0002320284486372,0.0035196373872296,0.0152324800553696,5235873279.07505,5235873279.07505
35,Chaikin A/D,0.000232033068349,0.0035970196905576,0.0152326316947868,5246700374.676076,5246700374.676076
51,AROONOSC,0.0002320343798186,0.0034812814213163,0.015232674742757,5235873279.074826,5235873279.074826
38,Chaikin A/D,0.0002320527649055,0.0036189026443777,0.0152332782061378,5235873279.07546,5235873279.07546
47,SINE,0.0002320765996052,0.0035864784305333,0.0152340605094387,5235873279.075357,5235873279.075357
33,OBV,0.0002320931209319,0.0035585568335934,0.0152346027493973,5628606580.751759,5628606580.751759
31,TRANGE,0.0002321018914432,0.0035512150920742,0.0152348905950529,5628606580.751983,5628606580.751983
60,3. low,0.0002321058929883,0.0035255028442097,0.015235021922805,5246700374.675751,5246700374.675751
57,FastK_STOCHRSI2,0.0002321246413616,0.0035407160455195,0.0152356372154779,5235873279.0749,5235873279.0749
30,TRIX,0.0002321801954951,0.0035344063461909,0.015237460270504,5628606580.751583,5628606580.751583
54,AROONOSC,0.0002322100865908,0.0035295365906383,0.0152384410813853,5235873279.074849,5235873279.074849
54,MACD_Hist,0.0002322139709204,0.0035332657251957,0.0152385685325241,5235873279.0748,5235873279.0748
45,FAMA,0.0002322287331112,0.0035594130265955,0.0152390528941667,5235873279.074924,5235873279.074924
11,PLUS_DI,0.0002322524288893,0.0035394951075561,0.0152398303431936,5653451757.628685,5653451757.628685
62,ADXR,0.0002322606884814,0.0035188264921821,0.0152401013277955,5235873279.075034,5235873279.075034
61,ULTOSC,0.0002323098648391,0.0034871470279565,0.0152417146292372,5235873279.074986,5235873279.074986
35,MOM,0.0002323633765945,0.0035284458744273,0.0152434699656802,5246700374.675793,5246700374.675793
35,RSI,0.0002323636706908,0.0035411230730919,0.0152434796123072,5246700374.675718,5246700374.675718
19,MOM,0.0002323812227451,0.0035266470135131,0.0152440553247869,5653451757.628601,5653451757.628601
10,PHASE,0.0002324325997294,0.003546768254945,0.01524574037984,5653451757.628475,5653451757.628475
28,APO,0.0002324359990277,0.0035018232218731,0.0152458518629754,5628606580.751519,5628606580.751519
28,PPO,0.0002324359990277,0.0035018232218731,0.0152458518629754,5628606580.751519,5628606580.751519
47,OBV,0.0002324465855348,0.0035580965992914,0.015246199052055,5235873279.075223,5235873279.075223
22,Real Lower Band,0.0002324841098911,0.0035430827460882,0.0152474296158794,5653451757.6287985,5653451757.6287985
47,FastK,0.000232484253073,0.0035697895008351,0.0152474343111563,5235873279.075016,5235873279.075016
58,AROONOSC,0.0002325062619179,0.0034765209610915,0.0152481560169728,5235873279.074559,5235873279.074559
35,ROC,0.0002325077798643,0.0035367657659672,0.0152482057916458,5246700374.675822,5246700374.675822
57,DX,0.000232536038891,0.0035377214046704,0.015249132397979,5235873279.074914,5235873279.074914
62,ROC,0.0002325476157542,0.0035243788157059,0.015249511984134,5235873279.075082,5235873279.075082
47,MACD_Hist,0.0002325742407091,0.0035654806847426,0.0152503849364243,5235873279.075019,5235873279.075019
46,5. volume,0.0002326136599106,0.0035471783315222,0.0152516772818795,5235873279.07493,5235873279.07493
36,PHASE,0.0002326681614373,0.0035669185097099,0.0152534639160213,5246700374.676005,5246700374.676005
60,SlowD,0.0002326999027064,0.0035418298028954,0.0152545043415514,5235873279.075106,5235873279.075106
29,LEAD SINE,0.0002327153238263,0.0034964095465186,0.0152550097943719,5628606580.751187,5628606580.751187
62,ATR,0.0002327235617516,0.0035381371427669,0.0152552797991937,5235873279.075164,5235873279.075164
57,RSI,0.0002327556168693,0.0035007804252331,0.0152563303867401,5235873279.074883,5235873279.074883
57,FastK,0.0002327733060821,0.0035013292797982,0.0152569101092639,5235873279.074918,5235873279.074918
57,SlowK,0.0002327790391361,0.0035015866986853,0.0152570979919558,5235873279.074892,5235873279.074892
45,HT_TRENDLINE,0.0002327851801639,0.003572964641631,0.0152572992421315,5235873279.075132,5235873279.075132
60,WILLR,0.0002328048184406,0.0035280115907092,0.0152579427984448,5235873279.075145,5235873279.075145
25,TRANGE,0.0002328373735992,0.0035152986780483,0.015259009587757,5628606580.751796,5628606580.751796
53,ROCR,0.0002328480630131,0.0034961125831105,0.0152593598493905,5235873279.074744,5235873279.074744
54,SlowK,0.0002328779822543,0.0035279850228475,0.0152603401749217,5235873279.074728,5235873279.074728
62,CMO,0.0002328957447368,0.0035206197881272,0.0152609221456918,5235873279.075067,5235873279.075067
30,LEAD SINE,0.0002329181454289,0.0035626571759004,0.0152616560513257,5628606580.751864,5628606580.751864
58,FAMA,0.0002329405253721,0.003503079006025,0.0152623892419274,5235873279.074735,5235873279.074735
26,PLUS_DM,0.0002329480960247,0.0035502970022733,0.0152626372565414,5628606580.751724,5628606580.751724
12,MOM,0.0002329651166613,0.0035463636478336,0.0152631948379534,5653451757.62866,5653451757.62866
34,KAMA,0.0002329807187493,0.0036412068788684,0.0152637059310423,5069135577.17627,5069135577.17627
50,MINUS_DM,0.0002329820184107,0.0034932027180558,0.0152637485045686,5235873279.074645,5235873279.074645
23,MACD,0.0002329914739996,0.0035292757528644,0.015264058241493,5653451757.628552,5653451757.628552
59,OBV,0.0002329945540419,0.0035296700999454,0.0152641591331436,5235873279.074894,5235873279.074894
17,MFI,0.0002330130352727,0.0035115045229413,0.0152647645010579,5653451757.628222,5653451757.628222
46,TRIX,0.0002330213949604,0.0035272773108532,0.0152650383216187,5235873279.074895,5235873279.074895
59,ROCR,0.0002330244011435,0.0035260928653778,0.0152651367875791,5235873279.07472,5235873279.07472
61,ADX,0.0002331027366918,0.0035063750766345,0.015267702403827,5235873279.075104,5235873279.075104
59,EMA,0.0002331083063632,0.0035118924335105,0.0152678848031808,5235873279.074644,5235873279.074644
58,MFI,0.000233127216702,0.0034855399254326,0.015268504075451,5235873279.074584,5235873279.074584
61,5. volume,0.0002331352753305,0.0035354441175177,0.0152687679702897,5235873279.074767,5235873279.074767
57,MIDPOINT,0.0002331674452823,0.0035820473086713,0.0152698213899935,5235873279.075061,5235873279.075061
18,Chaikin A/D,0.0002331776051626,0.0035205855750798,0.0152701540647966,5653451757.628418,5653451757.628418
47,HT_TRENDLINE,0.0002332512553505,0.0035771309189381,0.0152725654475789,5235873279.075292,5235873279.075292
16,ADOSC,0.0002332893631311,0.0035423714085255,0.0152738129859952,5653451757.62859,5653451757.62859
61,FastK_STOCHRSI2,0.000233338888649,0.0035261573061302,0.0152754341558289,5235873279.075163,5235873279.075163
60,FastK_STOCHRSI2,0.0002333585923501,0.003551720390669,0.0152760790895494,5235873279.075217,5235873279.075217
59,Unnamed: 0,0.0002333685308242,0.003555677250834,0.0152764043814055,5235873279.074647,5235873279.074647
24,RSI,0.0002333736420854,0.0034746505762653,0.0152765716731699,5653451757.628388,5653451757.628388
43,LEAD SINE,0.0002334060865748,0.003609098440386,0.0152776335397486,5235873279.075145,5235873279.075145
13,ADOSC,0.0002334329203785,0.0035412491014725,0.0152785117200136,5653451757.628422,5653451757.628422
61,TEMA,0.0002334483022988,0.0035642902843159,0.015279015095837,4793171230.884719,4793171230.884719
41,LEAD SINE,0.0002334485758585,0.0036162337850817,0.0152790240479731,5235873279.075187,5235873279.075187
52,DX,0.0002334800157626,0.003518439003829,0.0152800528717238,5235873279.074831,5235873279.074831
41,ATR,0.0002335148806689,0.0035978823409656,0.0152811936925421,5235873279.075105,5235873279.075105
41,NATR,0.0002335157828711,0.0035983934512587,0.0152812232125283,5235873279.075106,5235873279.075106
31,SAR,0.0002335418038583,0.0035459421633445,0.0152820745927495,4978860389.408085,4978860389.408085
59,FAMA,0.000233571657084,0.0035228905016823,0.015283051301491,5235873279.0746765,5235873279.0746765
12,KAMA,0.000233573153238,0.003573306771684,0.0152831002495598,5653451757.628702,5653451757.628702
30,Real Lower Band,0.0002335986320461,0.0035324208016473,0.015283933788333,5628606580.751522,5628606580.751522
59,MAMA,0.0002336690414957,0.003522089428653,0.0152862369959315,5235873279.074659,5235873279.074659
35,TRIX,0.000233698635789,0.0035742719809666,0.0152872049698134,5246700374.675872,5246700374.675872
62,Aroon Down,0.0002337878444758,0.003529148936787,0.0152901224480344,5235873279.07508,5235873279.07508
59,MACD_Hist,0.0002338092702038,0.0035139757532382,0.0152908230714985,5235873279.074602,5235873279.074602
12,FastK,0.0002338140688328,0.003566834453902,0.0152909799827497,5653451757.628708,5653451757.628708
39,PHASE,0.0002338471889112,0.0035841850615923,0.0152920629383754,5235873279.075079,5235873279.075079
62,NATR,0.0002338529794382,0.0035625877648101,0.015292252268329,5235873279.075211,5235873279.075211
61,KAMA,0.0002338808472777,0.0035154164498316,0.0152931634163014,5058308481.574747,5058308481.574747
41,SMA_SMA3,0.0002338904851303,0.0035996561107707,0.015293478516358,5235873279.075292,5235873279.075292
54,MACD,0.0002338962670246,0.0035359795398257,0.0152936675465585,5235873279.074806,5235873279.074806
59,TRENDMODE,0.0002339594131208,0.0035096674171708,0.0152957318596032,5235873279.074827,5235873279.074827
32,Real Lower Band,0.0002339820256052,0.0035680299556811,0.0152964710180239,5628606580.751718,5628606580.751718
58,TRIX,0.0002339864606321,0.0035016612432351,0.0152966159862926,5235873279.074631,5235873279.074631
22,Chaikin A/D,0.0002339941194788,0.0035433656918354,0.0152968663287228,5653451757.628849,5653451757.628849
30,PLUS_DI,0.000234026838265,0.0035432393683725,0.0152979357517637,5628606580.751723,5628606580.751723
59,MACD_Signal,0.0002340705913222,0.003520117200693,0.0152993657163367,5235873279.074647,5235873279.074647
59,FastK_STOCHRSI2,0.0002340980406048,0.0035284848954136,0.0153002627626068,5235873279.074627,5235873279.074627
59,TRANGE,0.0002341156576494,0.0035046531780704,0.0153008384623005,5235873279.074854,5235873279.074854
30,PHASE,0.0002341256067107,0.0035457438955229,0.0153011635737537,5628606580.75173,5628606580.75173
52,TRIX,0.0002341305612764,0.0035211356861766,0.0153013254744948,5235873279.074855,5235873279.074855
56,ULTOSC,0.0002341384452558,0.0035419327795221,0.0153015830963943,5235873279.074972,5235873279.074972
54,MACD_Signal,0.0002341408936807,0.0035386229333812,0.0153016631017921,5235873279.074855,5235873279.074855
52,MFI,0.0002341616050118,0.0035004810871512,0.0153023398541492,5235873279.074839,5235873279.074839
62,CCI,0.0002341814084994,0.0035030865805718,0.0153029869143066,5235873279.075133,5235873279.075133
59,MACD,0.0002341889908388,0.0035321157121885,0.0153032346528064,5235873279.074697,5235873279.074697
59,SMA,0.0002341973276559,0.0035385126244655,0.0153035070377974,5235873279.074729,5235873279.074729
61,MACD,0.0002342125822704,0.0035056951073958,0.0153040054322525,5235873279.07473,5235873279.07473
62,SMA_SMA3,0.0002342177575975,0.0035205816248695,0.0153041745153906,5235873279.075082,5235873279.075082
56,LEAD SINE,0.0002342227227024,0.0034971531580299,0.0153043367286029,5235873279.074752,5235873279.074752
35,SAR,0.0002342289332316,0.0036343165770616,0.0153045396282154,4803998326.485894,4803998326.485894
33,SMA_SMA3,0.00023433140441,0.0035507640796656,0.0153078870001731,5628606580.751618,5628606580.751618
61,MACD_Signal,0.0002343698313477,0.0035088305781295,0.0153091420839879,5235873279.074782,5235873279.074782
41,Chaikin A/D,0.0002344038455899,0.0036058103898369,0.0153102529564324,5235873279.075201,5235873279.075201
48,Real Upper Band,0.0002344043698544,0.0035135782816469,0.0153102700777748,5617779485.15083,5617779485.15083
35,FastK,0.0002344080837385,0.0035531837143922,0.0153103913646427,5246700374.67589,5246700374.67589
36,TEMA,0.0002344333162749,0.0035856166258524,0.0153112153754998,4803998326.485877,4803998326.485877
58,EMA,0.0002344529039208,0.0034900703952817,0.0153118550124044,5235873279.074621,5235873279.074621
20,TRANGE,0.0002344841365813,0.0035584009558403,0.015312874863375,5653451757.628566,5653451757.628566
25,RSI,0.0002346312796409,0.0035105146339309,0.0153176786635898,5628606580.751519,5628606580.751519
65,Real Middle Band,0.0002346364043095,0.0035185695144381,0.0153178459422174,5298059003.410757,5298059003.410757
21,RSI,0.0002346781788098,0.0035073594850149,0.0153192094707884,5653451757.6285305,5653451757.6285305
53,PHASE,0.0002346933404176,0.0034984742708077,0.0153197043188718,5235873279.074875,5235873279.074875
32,LEAD SINE,0.0002347031321472,0.0035729879672253,0.0153200238951264,5628606580.75171,5628606580.75171
49,SlowK,0.0002347034254654,0.0035102831963732,0.0153200334681568,5235873279.075062,5235873279.075062
49,FastK,0.0002347303648266,0.0035173211405129,0.0153209126629792,5235873279.075168,5235873279.075168
54,FastK,0.0002347443822798,0.0035403944740474,0.0153213701175778,5235873279.074826,5235873279.074826
14,MFI,0.0002348035080868,0.003569866760453,0.0153232995169736,5653451757.628864,5653451757.628864
47,MACD_Signal,0.0002348196085424,0.0035734727748471,0.0153238248666072,5235873279.075115,5235873279.075115
47,FAMA,0.0002348203463103,0.0035741521278243,0.0153238489391659,5235873279.075088,5235873279.075088
59,RSI,0.0002348428899615,0.0035163862950879,0.015324584495561,5235873279.074592,5235873279.074592
59,FastK,0.0002348434951229,0.0035191597934132,0.0153246042403376,5235873279.074633,5235873279.074633
63,PHASE,0.0002348528457663,0.0034873370761409,0.0153249093232653,5235873279.07462,5235873279.07462
62,ROCR,0.0002348577055083,0.003531738901455,0.0153250678794047,5235873279.07509,5235873279.07509
59,SlowK,0.0002348712507602,0.0035179283321867,0.0153255098042524,5235873279.074606,5235873279.074606
61,SlowK,0.0002349230974126,0.0035018707947419,0.0153272012256864,5235873279.07475,5235873279.07475
12,MACD,0.0002349722085343,0.0035789344792467,0.0153288032322915,5653451757.62866,5653451757.62866
34,PHASE,0.0002349825151603,0.0035698683431357,0.01532913941356,5246700374.6757965,5246700374.6757965
47,SMA,0.0002349849106724,0.0035853542123202,0.015329217549256,5235873279.075129,5235873279.075129
48,MIDPRICE,0.0002350058393402,0.0035316189201312,0.0153299001738501,5235873279.075078,5235873279.075078
18,MIDPRICE,0.0002350145172106,0.0035882667808249,0.0153301832086467,5653451757.6286335,5653451757.6286335
31,PLUS_DI,0.0002350177509031,0.0035824610655142,0.0153302886764455,5628606580.7521925,5628606580.7521925
47,SlowK,0.0002350450522144,0.0035933209528155,0.0153311790875468,5235873279.075104,5235873279.075104
59,APO,0.000235053468587,0.0035219709262872,0.015331453570585,5235873279.074632,5235873279.074632
59,PPO,0.000235053468587,0.0035219709262872,0.015331453570585,5235873279.074632,5235873279.074632
59,ADXR,0.0002350636945348,0.0035234177700646,0.0153317870626634,5235873279.074655,5235873279.074655
54,NATR,0.0002350856769145,0.0034996591216056,0.0153325039349282,5235873279.0748205,5235873279.0748205
54,ATR,0.0002350873571316,0.0034996540487192,0.0153325587274818,5235873279.0748205,5235873279.0748205
23,FastK,0.0002351102651078,0.0035321603354061,0.0153333057462469,5653451757.628558,5653451757.628558
61,Unnamed: 0,0.0002351132107253,0.0035196921346659,0.0153334017988608,5235873279.074839,5235873279.074839
57,FAMA,0.0002351174703659,0.0035070493544025,0.0153335406989379,5235873279.074948,5235873279.074948
54,RSI,0.0002351181014351,0.0035374451549013,0.0153335612769875,5235873279.074782,5235873279.074782
46,HT_TRENDLINE,0.0002351206997792,0.0035839202158228,0.0153336460041052,5235873279.0751915,5235873279.0751915
61,HT_TRENDLINE,0.0002351259502042,0.0035393757844733,0.0153338172091705,5235873279.075229,5235873279.075229
41,ADOSC,0.0002351301008343,0.0035923979937891,0.015333952550935,5235873279.075169,5235873279.075169
60,ATR,0.0002351343930645,0.0035097451081625,0.0153340925086721,5235873279.074786,5235873279.074786
47,ROC,0.0002351573185734,0.003565740575081,0.0153348400243833,5235873279.0749235,5235873279.0749235
57,ULTOSC,0.0002351743006205,0.0035221360122897,0.0153353937223841,5235873279.074902,5235873279.074902
57,5. volume,0.0002352334260021,0.0034986469067536,0.0153373213437731,5235873279.074876,5235873279.074876
22,ADOSC,0.0002352634295958,0.0035531436351315,0.0153382994362437,5653451757.628809,5653451757.628809
21,APO,0.0002352796211557,0.0035142988317896,0.0153388272418644,5653451757.628583,5653451757.628583
